no_tests;norman_ecotox_group;endpoint;duration;unit;convert;value
1;Fish;NR-LETH;11.1;mi;no;
1;Fish;NR-LETH;11.17;h;no;
1;Fish;NR-LETH;112.08;h;no;
1;Fish;NR-LETH;113;hpf;no;
2;Fish;NR-LETH;114;h;no;
1;Fish;NR-LETH;114;mi;no;
1;Fish;NR-LETH;114.96;h;no;
1;Fish;NR-LETH;115.8;mi;no;
1;Fish;NR-LETH;115.92;h;no;
1;Fish;NR-LETH;11.7;mi;no;
1;Fish;NR-LETH;117.12;h;no;
1;Fish;NR-LETH;11.75;h;no;
1;Fish;NR-LETH;118.2;mi;no;
1;Fish;NR-LETH;119;h;no;
1;Fish;NR-LETH;11.9;mi;no;
8;Fish;NR-LETH;12;d;no;
44;Fish;NR-LETH;12;h;no;
2;Fish;NR-LETH;12;mi;no;
6;Fish;NR-LETH;120;d;no;
87;Fish;NR-LETH;120;h;no;
39;Fish;NR-LETH;120;mi;no;
1;Fish;NR-LETH;120.6;mi;no;
1;Fish;NR-LETH;12.5;d;no;
1;Fish;NR-LETH;12.58;h;no;
1;Fish;NR-LETH;126;d;no;
1;Fish;NR-LETH;12.6;h;no;
1;Fish;NR-LETH;12.7;mi;no;
14;Fish;NR-LETH;13;d;no;
3;Fish;NR-LETH;13;h;no;
1;Fish;NR-LETH;130;d;no;
1;Fish;NR-LETH;130.8;mi;no;
1;Fish;NR-LETH;132;hpf;no;
1;Fish;NR-LETH;135;mi;no;
1;Fish;NR-LETH;13.5;h;no;
1;Fish;NR-LETH;136;d;no;
1;Fish;NR-LETH;13.67;h;no;
3;Fish;NR-LETH;138;mi;no;
1;Fish;NR-LETH;139.8;mi;no;
29;Fish;NR-LETH;14;d;no;
7;Fish;NR-LETH;14;h;no;
1;Fish;NR-LETH;140;d;no;
1;Fish;NR-LETH;140;mi;no;
2;Fish;NR-LETH;14.4;h;no;
1;Fish;NR-LETH;14.6;mi;no;
1;Fish;NR-LETH;147;mi;no;
1;Fish;NR-LETH;14.7;mi;no;
10;Fish;NR-LETH;15;d;no;
8;Fish;NR-LETH;15;h;no;
16;Fish;NR-LETH;15;mi;no;
1;Fish;NR-LETH;150;d;no;
6;Fish;NR-LETH;150;mi;no;
1;Fish;NR-LETH;15.1;mi;no;
1;Fish;NR-LETH;15.2;mi;no;
1;Fish;NR-LETH;156;mi;no;
7;Fish;NR-LETH;16;d;no;
15;Fish;NR-LETH;16;h;no;
1;Fish;NR-LETH;16;mi;no;
1;Fish;NR-LETH;160.2;mi;no;
1;Fish;NR-LETH;16.33;h;no;
1;Fish;NR-LETH;165;mi;no;
1;Fish;NR-LETH;16.6;h;no;
1;Fish;NR-LETH;168;mi;no;
1;Fish;NR-LETH;16.8;mi;no;
1;Fish;NR-LETH;169.2;mi;no;
6;Fish;NR-LETH;17;d;no;
6;Fish;NR-LETH;17;h;no;
1;Fish;NR-LETH;17.2;h;no;
1;Fish;NR-LETH;17.3;h;no;
1;Fish;NR-LETH;174;mi;no;
1;Fish;NR-LETH;177;mi;no;
4;Fish;NR-LETH;18;d;no;
23;Fish;NR-LETH;18;h;no;
1;Fish;NR-LETH;18;hph;no;
2;Fish;NR-LETH;18;mi;no;
1;Fish;NR-LETH;180;d;no;
129;Fish;NR-LETH;180;mi;no;
1;Fish;NR-LETH;18.3;h;no;
1;Fish;NR-LETH;18.4;h;no;
6;Fish;NR-LETH;19;h;no;
1;Fish;NR-LETH;190.2;mi;no;
3;Fish;NR-LETH;19.8;mi;no;
1;Fish;NR-LETH;199.8;mi;no;
1;Fish;NR-LETH;2;mi;no;
11;Fish;NR-LETH;20;d;no;
67;Fish;NR-LETH;20;h;no;
2;Fish;NR-LETH;20;mi;no;
3;Fish;NR-LETH;204;mi;no;
1;Fish;NR-LETH;20.5;h;no;
1;Fish;NR-LETH;20.86666667;d;no;
10;Fish;NR-LETH;21;d;no;
83;Fish;NR-LETH;21;h;no;
6;Fish;NR-LETH;210;mi;no;
1;Fish;NR-LETH;21.5;h;no;
1;Fish;NR-LETH;216;mi;no;
4;Fish;NR-LETH;22;d;no;
9;Fish;NR-LETH;22;h;no;
1;Fish;NR-LETH;222;mi;no;
2;Fish;NR-LETH;224;d;no;
1;Fish;NR-LETH;228;mi;no;
12;Fish;NR-LETH;23;d;no;
8;Fish;NR-LETH;23;h;no;
10;Fish;NR-LETH;24;d;no;
614;Fish;NR-LETH;24;h;no;
2;Fish;NR-LETH;24;hpf;no;
24;Fish;NR-LETH;240;mi;no;
1;Fish;NR-LETH;24.25;h;no;
1;Fish;NR-LETH;24.6;d;no;
1;Fish;NR-LETH;24.63333333;h;no;
2;Fish;NR-LETH;25;d;no;
7;Fish;NR-LETH;25;h;no;
1;Fish;NR-LETH;252;mi;no;
2;Fish;NR-LETH;25.2;mi;no;
1;Fish;NR-LETH;25.4;h;no;
1;Fish;NR-LETH;255;mi;no;
1;Fish;NR-LETH;25.5;h;no;
1;Fish;NR-LETH;258;mi;no;
1;Fish;NR-LETH;25.9;d;no;
3;Fish;NR-LETH;26;d;no;
5;Fish;NR-LETH;26;h;no;
1;Fish;NR-LETH;26;mi;no;
1;Fish;NR-LETH;264;d;no;
1;Fish;NR-LETH;264;mi;no;
1;Fish;NR-LETH;26.90833333;d;no;
5;Fish;NR-LETH;27;d;no;
11;Fish;NR-LETH;27;h;no;
1;Fish;NR-LETH;27;mi;no;
2;Fish;NR-LETH;270;d;no;
5;Fish;NR-LETH;270;mi;no;
1;Fish;NR-LETH;27.08333333;d;no;
40;Fish;NR-LETH;28;d;no;
5;Fish;NR-LETH;28;dph;no;
3;Fish;NR-LETH;28;h;no;
1;Fish;NR-LETH;28.2;mi;no;
1;Fish;NR-LETH;28.66666667;d;no;
3;Fish;NR-LETH;288;mi;no;
1;Fish;NR-LETH;29;d;no;
3;Fish;NR-LETH;29;h;no;
2;Fish;NR-LETH;291;mi;no;
4;Fish;NR-LETH;3;dph;no;
4;Fish;NR-LETH;3;mi;no;
25;Fish;NR-LETH;30;d;no;
4;Fish;NR-LETH;30;dph;no;
9;Fish;NR-LETH;30;h;no;
26;Fish;NR-LETH;30;mi;no;
1;Fish;NR-LETH;30;s;no;
24;Fish;NR-LETH;300;mi;no;
2;Fish;NR-LETH;31;d;no;
1;Fish;NR-LETH;31;h;no;
1;Fish;NR-LETH;31;mi;no;
1;Fish;NR-LETH;31.4;h;no;
1;Fish;NR-LETH;31.8;mi;no;
25;Fish;NR-LETH;32;d;no;
1;Fish;NR-LETH;32;dph;no;
3;Fish;NR-LETH;32;h;no;
1;Fish;NR-LETH;32.5;h;no;
4;Fish;NR-LETH;33;d;no;
1;Fish;NR-LETH;33;h;no;
1;Fish;NR-LETH;330;d;no;
4;Fish;NR-LETH;34;d;no;
5;Fish;NR-LETH;34;h;no;
4;Fish;NR-LETH;35;d;no;
1;Fish;NR-LETH;35;h;no;
2;Fish;NR-LETH;35;mi;no;
2;Fish;NR-LETH;35.5;h;no;
20;Fish;NR-LETH;36;h;no;
1;Fish;NR-LETH;37;d;no;
2;Fish;NR-LETH;39;d;no;
1;Fish;NR-LETH;39;h;no;
1;Fish;NR-LETH;392;d;no;
14;Fish;NR-LETH;4;dph;no;
2;Fish;NR-LETH;40;d;no;
7;Fish;NR-LETH;40;dph;no;
4;Fish;NR-LETH;40;h;no;
4;Fish;NR-LETH;41;h;no;
40;Fish;NR-LETH;42;d;no;
1;Fish;NR-LETH;42;h;no;
1;Fish;NR-LETH;42.26666667;h;no;
6;Fish;NR-LETH;43;h;no;
1;Fish;NR-LETH;43.2;mi;no;
1;Fish;NR-LETH;43.67;h;no;
4;Fish;NR-LETH;44;h;no;
8;Fish;NR-LETH;45;d;no;
3;Fish;NR-LETH;45;h;no;
6;Fish;NR-LETH;45;mi;no;
1;Fish;NR-LETH;4.5;mi;no;
5;Fish;NR-LETH;46;h;no;
1;Fish;NR-LETH;46.8;mi;no;
1;Fish;NR-LETH;47;d;no;
2;Fish;NR-LETH;47;h;no;
1;Fish;NR-LETH;48;d;no;
291;Fish;NR-LETH;48;h;no;
2;Fish;NR-LETH;48;mi;no;
1;Fish;NR-LETH;4.8;mi;no;
2;Fish;NR-LETH;49;d;no;
2;Fish;NR-LETH;49;h;no;
3;Fish;NR-LETH;4.98;mi;no;
1;Fish;NR-LETH;5;mi;no;
9;Fish;NR-LETH;50;h;no;
1;Fish;NR-LETH;500;d;no;
1;Fish;NR-LETH;5.08;d;no;
2;Fish;NR-LETH;51;d;no;
1;Fish;NR-LETH;51;h;no;
2;Fish;NR-LETH;5.13;d;no;
2;Fish;NR-LETH;52;h;no;
2;Fish;NR-LETH;5.21;d;no;
1;Fish;NR-LETH;52.2;mi;no;
2;Fish;NR-LETH;53;h;no;
1;Fish;NR-LETH;5.3;h;no;
1;Fish;NR-LETH;5.33;d;no;
1;Fish;NR-LETH;5.375;d;no;
1;Fish;NR-LETH;54;d;no;
1;Fish;NR-LETH;54;dph;no;
2;Fish;NR-LETH;54;h;no;
1;Fish;NR-LETH;54;mi;no;
1;Fish;NR-LETH;5.416666667;d;no;
1;Fish;NR-LETH;55;d;no;
2;Fish;NR-LETH;55;h;no;
1;Fish;NR-LETH;56;d;no;
1;Fish;NR-LETH;56;h;no;
2;Fish;NR-LETH;5.63;d;no;
2;Fish;NR-LETH;5.666666667;d;no;
2;Fish;NR-LETH;57;d;no;
1;Fish;NR-LETH;57;mi;no;
1;Fish;NR-LETH;5.7;h;no;
1;Fish;NR-LETH;5.75;d;no;
1;Fish;NR-LETH;5.75;h;no;
1;Fish;NR-LETH;58;d;no;
3;Fish;NR-LETH;58;h;no;
1;Fish;NR-LETH;58;mi;no;
1;Fish;NR-LETH;5.8;h;no;
1;Fish;NR-LETH;5.83;d;no;
2;Fish;NR-LETH;59;d;no;
1;Fish;NR-LETH;59;h;no;
2;Fish;NR-LETH;5.9;h;no;
1;Fish;NR-LETH;5.92;d;no;
32;Fish;NR-LETH;6;d;no;
1;Fish;NR-LETH;6;dph;no;
11;Fish;NR-LETH;6;h;no;
3;Fish;NR-LETH;6;mi;no;
6;Fish;NR-LETH;60;d;no;
8;Fish;NR-LETH;60;h;no;
41;Fish;NR-LETH;60;mi;no;
1;Fish;NR-LETH;61;d;no;
1;Fish;NR-LETH;61.7;h;no;
3;Fish;NR-LETH;62;d;no;
1;Fish;NR-LETH;62;h;no;
2;Fish;NR-LETH;63;h;no;
1;Fish;NR-LETH;6.375;d;no;
1;Fish;NR-LETH;6.42;d;no;
2;Fish;NR-LETH;65;h;no;
1;Fish;NR-LETH;65;mi;no;
1;Fish;NR-LETH;6.5;d;no;
1;Fish;NR-LETH;6.5;h;no;
4;Fish;NR-LETH;66;h;no;
2;Fish;NR-LETH;66;mi;no;
1;Fish;NR-LETH;6.63;d;no;
4;Fish;NR-LETH;67;h;no;
1;Fish;NR-LETH;6.7;h;no;
1;Fish;NR-LETH;6.75;d;no;
1;Fish;NR-LETH;68;h;no;
1;Fish;NR-LETH;6.8;h;no;
1;Fish;NR-LETH;68.6;h;no;
3;Fish;NR-LETH;69;d;no;
1;Fish;NR-LETH;69;h;no;
1;Fish;NR-LETH;69.6;mi;no;
106;Fish;NR-LETH;7;d;no;
2;Fish;NR-LETH;7;dpf;no;
1;Fish;NR-LETH;7;dph;no;
7;Fish;NR-LETH;7;h;no;
4;Fish;NR-LETH;70;d;no;
4;Fish;NR-LETH;70;h;no;
1;Fish;NR-LETH;7.04;d;no;
1;Fish;NR-LETH;7.08;d;no;
4;Fish;NR-LETH;71;h;no;
1;Fish;NR-LETH;7.1;h;no;
1;Fish;NR-LETH;7.17;d;no;
1;Fish;NR-LETH;72;d;no;
98;Fish;NR-LETH;72;h;no;
3;Fish;NR-LETH;72;hpf;no;
2;Fish;NR-LETH;72;mi;no;
1;Fish;NR-LETH;7.2;h;no;
1;Fish;NR-LETH;7.2;mi;no;
2;Fish;NR-LETH;73;h;no;
1;Fish;NR-LETH;7.33;h;no;
1;Fish;NR-LETH;74;h;no;
1;Fish;NR-LETH;75;d;no;
1;Fish;NR-LETH;75;h;no;
3;Fish;NR-LETH;75;mi;no;
4;Fish;NR-LETH;76;h;no;
1;Fish;NR-LETH;76;mi;no;
2;Fish;NR-LETH;77;h;no;
1;Fish;NR-LETH;78;h;no;
2;Fish;NR-LETH;78;mi;no;
1;Fish;NR-LETH;7.87;d;no;
1;Fish;NR-LETH;79;h;no;
1;Fish;NR-LETH;79.8;mi;no;
15;Fish;NR-LETH;8;d;no;
36;Fish;NR-LETH;8;h;no;
1;Fish;NR-LETH;80;d;no;
1;Fish;NR-LETH;80;h;no;
1;Fish;NR-LETH;80;mi;no;
1;Fish;NR-LETH;8.08;d;no;
1;Fish;NR-LETH;8.1;mi;no;
1;Fish;NR-LETH;8.17;h;no;
1;Fish;NR-LETH;82;d;no;
2;Fish;NR-LETH;8.2;mi;no;
1;Fish;NR-LETH;8.333333333;d;no;
5;Fish;NR-LETH;84;d;no;
3;Fish;NR-LETH;84;h;no;
1;Fish;NR-LETH;8.4;mi;no;
1;Fish;NR-LETH;85;d;no;
2;Fish;NR-LETH;8.5;h;no;
1;Fish;NR-LETH;85.92;h;no;
1;Fish;NR-LETH;8.6;mi;no;
1;Fish;NR-LETH;87;h;no;
1;Fish;NR-LETH;88;h;no;
2;Fish;NR-LETH;8.9;mi;no;
11;Fish;NR-LETH;9;d;no;
6;Fish;NR-LETH;9;h;no;
2;Fish;NR-LETH;9;mi;no;
22;Fish;NR-LETH;90;d;no;
1;Fish;NR-LETH;90;h;no;
5;Fish;NR-LETH;90;mi;no;
1;Fish;NR-LETH;91;d;no;
1;Fish;NR-LETH;91.2;mi;no;
1;Fish;NR-LETH;92;h;no;
1;Fish;NR-LETH;9.2;mi;no;
3;Fish;NR-LETH;93;h;no;
9;Fish;NR-LETH;9.333333333;h;no;
1;Fish;NR-LETH;9.4;h;no;
1;Fish;NR-LETH;9.5;d;no;
2;Fish;NR-LETH;9.5;h;no;
677;Fish;NR-LETH;96;h;no;
2;Fish;NR-LETH;96;hpf;no;
1;Fish;NR-LETH;96;hph;no;
2;Fish;NR-LETH;9.6;mi;no;
1;Fish;NR-LETH;97;h;no;
1;Fish;NR-LETH;97.92;h;no;
2;Fish;NR-LETH;98;d;no;
1;Fish;NR-LETH;9.8;mi;no;
23;Fish;NR-LETH;NR;d;no;
3;Fish;NR-LETH;NR;dph;no;
101;Fish;NR-LETH;NR;h;no;
13;Fish;NR-LETH;NR;ht;no;
3;Fish;NR-LETH;NR;mi;no;
1;Fish;NR-LETH;NR;mo;no;
9;Fish;NR-LETH;NR;NR;no;
1;Fish;NR-ZERO;0;mi;no;
27;Fish;NR-ZERO;10;d;no;
12;Fish;NR-ZERO;10;h;no;
1;Fish;NR-ZERO;100;d;no;
7;Fish;NR-ZERO;11;d;no;
1;Fish;NR-ZERO;110;d;no;
1;Fish;NR-ZERO;112;d;no;
1;Fish;NR-ZERO;115;d;no;
2;Fish;NR-ZERO;119;d;no;
21;Fish;NR-ZERO;12;d;no;
18;Fish;NR-ZERO;12;h;no;
7;Fish;NR-ZERO;120;d;no;
53;Fish;NR-ZERO;120;h;no;
34;Fish;NR-ZERO;120;mi;no;
1;Fish;NR-ZERO;12.5;h;no;
1;Fish;NR-ZERO;128;d;no;
3;Fish;NR-ZERO;13;d;no;
2;Fish;NR-ZERO;133;d;no;
1;Fish;NR-ZERO;136;d;no;
96;Fish;NR-ZERO;14;d;no;
5;Fish;NR-ZERO;14;h;no;
1;Fish;NR-ZERO;140;d;no;
6;Fish;NR-ZERO;144;hpf;no;
25;Fish;NR-ZERO;15;d;no;
4;Fish;NR-ZERO;15;h;no;
10;Fish;NR-ZERO;15;mi;no;
1;Fish;NR-ZERO;150;d;no;
1;Fish;NR-ZERO;150;mi;no;
1;Fish;NR-ZERO;156;d;no;
15;Fish;NR-ZERO;16;d;no;
1;Fish;NR-ZERO;16;h;no;
1;Fish;NR-ZERO;16.66666667;d;no;
1;Fish;NR-ZERO;168;hv;no;
4;Fish;NR-ZERO;17;d;no;
3;Fish;NR-ZERO;18;d;no;
1;Fish;NR-ZERO;18;h;no;
3;Fish;NR-ZERO;180;d;no;
11;Fish;NR-ZERO;180;mi;no;
1;Fish;NR-ZERO;182;d;no;
6;Fish;NR-ZERO;19;d;no;
17;Fish;NR-ZERO;20;d;no;
3;Fish;NR-ZERO;20;h;no;
6;Fish;NR-ZERO;20;mi;no;
95;Fish;NR-ZERO;21;d;no;
2;Fish;NR-ZERO;21;h;no;
1;Fish;NR-ZERO;210;d;no;
2;Fish;NR-ZERO;22;d;no;
7;Fish;NR-ZERO;22;h;no;
1;Fish;NR-ZERO;23.75;h;no;
15;Fish;NR-ZERO;24;d;no;
233;Fish;NR-ZERO;24;h;no;
2;Fish;NR-ZERO;240;d;no;
7;Fish;NR-ZERO;240;mi;no;
9;Fish;NR-ZERO;25;d;no;
5;Fish;NR-ZERO;25;h;no;
1;Fish;NR-ZERO;26;d;no;
1;Fish;NR-ZERO;26;h;no;
4;Fish;NR-ZERO;27;d;no;
8;Fish;NR-ZERO;27;h;no;
2;Fish;NR-ZERO;270;d;no;
1;Fish;NR-ZERO;270;mi;no;
43;Fish;NR-ZERO;28;d;no;
1;Fish;NR-ZERO;28;h;no;
1;Fish;NR-ZERO;285;mi;no;
1;Fish;NR-ZERO;288;mi;no;
1;Fish;NR-ZERO;289;d;no;
4;Fish;NR-ZERO;29;d;no;
1;Fish;NR-ZERO;29;dph;no;
2;Fish;NR-ZERO;3;dpf;no;
17;Fish;NR-ZERO;3;dph;no;
3;Fish;NR-ZERO;3;mi;no;
87;Fish;NR-ZERO;30;d;no;
9;Fish;NR-ZERO;30;dph;no;
10;Fish;NR-ZERO;30;h;no;
18;Fish;NR-ZERO;30;mi;no;
2;Fish;NR-ZERO;300;mi;no;
1;Fish;NR-ZERO;301;d;no;
2;Fish;NR-ZERO;31;d;no;
12;Fish;NR-ZERO;32;d;no;
2;Fish;NR-ZERO;33;d;no;
5;Fish;NR-ZERO;35;d;no;
4;Fish;NR-ZERO;36;d;no;
6;Fish;NR-ZERO;36;h;no;
1;Fish;NR-ZERO;360;d;no;
1;Fish;NR-ZERO;37;d;no;
1;Fish;NR-ZERO;38;d;no;
1;Fish;NR-ZERO;390;d;no;
2;Fish;NR-ZERO;4;dph;no;
1;Fish;NR-ZERO;4;mi;no;
31;Fish;NR-ZERO;40;d;no;
2;Fish;NR-ZERO;40;h;no;
1;Fish;NR-ZERO;40;mi;no;
16;Fish;NR-ZERO;42;d;no;
1;Fish;NR-ZERO;43;d;no;
8;Fish;NR-ZERO;45;d;no;
1;Fish;NR-ZERO;45;mi;no;
1;Fish;NR-ZERO;47;d;no;
1;Fish;NR-ZERO;48;d;no;
192;Fish;NR-ZERO;48;h;no;
3;Fish;NR-ZERO;49;d;no;
1;Fish;NR-ZERO;50;d;no;
2;Fish;NR-ZERO;50;h;no;
1;Fish;NR-ZERO;52;d;no;
2;Fish;NR-ZERO;540;d;no;
1;Fish;NR-ZERO;5.416666667;d;no;
14;Fish;NR-ZERO;56;d;no;
4;Fish;NR-ZERO;570;d;no;
1;Fish;NR-ZERO;58;d;no;
19;Fish;NR-ZERO;6;d;no;
11;Fish;NR-ZERO;6;h;no;
21;Fish;NR-ZERO;60;d;no;
1;Fish;NR-ZERO;60;h;no;
35;Fish;NR-ZERO;60;mi;no;
1;Fish;NR-ZERO;62;d;no;
3;Fish;NR-ZERO;63;d;no;
1;Fish;NR-ZERO;630;d;no;
2;Fish;NR-ZERO;6.333333333;d;no;
3;Fish;NR-ZERO;64;d;no;
2;Fish;NR-ZERO;64;h;no;
4;Fish;NR-ZERO;65;d;no;
1;Fish;NR-ZERO;67;d;no;
1;Fish;NR-ZERO;68;d;no;
160;Fish;NR-ZERO;7;d;no;
24;Fish;NR-ZERO;70;d;no;
2;Fish;NR-ZERO;70;h;no;
1;Fish;NR-ZERO;700;dd;no;
2;Fish;NR-ZERO;7.083333333;d;no;
84;Fish;NR-ZERO;72;h;no;
1;Fish;NR-ZERO;720;d;no;
1;Fish;NR-ZERO;75;d;no;
1;Fish;NR-ZERO;75;h;no;
1;Fish;NR-ZERO;7.5;d;no;
1;Fish;NR-ZERO;78.48;h;no;
1;Fish;NR-ZERO;7.916666667;d;no;
24;Fish;NR-ZERO;8;d;no;
4;Fish;NR-ZERO;8;h;no;
1;Fish;NR-ZERO;8;mi;no;
1;Fish;NR-ZERO;80;h;no;
1;Fish;NR-ZERO;810;d;no;
2;Fish;NR-ZERO;82;d;no;
1;Fish;NR-ZERO;8.333333333;d;no;
10;Fish;NR-ZERO;84;d;no;
1;Fish;NR-ZERO;8.5;d;no;
2;Fish;NR-ZERO;88;h;no;
14;Fish;NR-ZERO;9;d;no;
1;Fish;NR-ZERO;9;h;no;
19;Fish;NR-ZERO;90;d;no;
1;Fish;NR-ZERO;92;d;no;
3;Fish;NR-ZERO;93;h;no;
4;Fish;NR-ZERO;94;d;no;
861;Fish;NR-ZERO;96;h;no;
6;Fish;NR-ZERO;96;hpf;no;
1;Fish;NR-ZERO;99;d;no;
35;Fish;NR-ZERO;NR;d;no;
39;Fish;NR-ZERO;NR;h;no;
5;Fish;NR-ZERO;NR;ht;no;
1;Insects;BAF;21;d;no;
2;Insects;BCF;10;d;no;
4;Insects;BCF;11;d;no;
9;Insects;BCF;12;h;no;
17;Insects;BCF;120;h;no;
2;Insects;BCF;120;mi;no;
2;Insects;BCF;131;d;no;
11;Insects;BCF;14;d;no;
2;Insects;BCF;16;h;no;
1;Insects;BCF;180;mi;no;
5;Insects;BCF;20;d;no;
8;Insects;BCF;20.83333333;d;no;
4;Insects;BCF;21;d;no;
78;Insects;BCF;24;h;no;
2;Insects;BCF;240;mi;no;
10;Insects;BCF;252;d;no;
3;Insects;BCF;27;d;no;
22;Insects;BCF;28;d;no;
1;Insects;BCF;28;h;no;
11;Insects;BCF;30;d;no;
7;Insects;BCF;32;d;no;
3;Insects;BCF;322;d;no;
9;Insects;BCF;33;d;no;
7;Insects;BCF;36;h;no;
7;Insects;BCF;41;d;no;
9;Insects;BCF;448;d;no;
65;Insects;BCF;48;h;no;
3;Insects;BCF;50;h;no;
1;Insects;BCF;55.2;mi;no;
7;Insects;BCF;6;d;no;
10;Insects;BCF;6;h;no;
1;Insects;BCF;60;mi;no;
9;Insects;BCF;616;d;no;
1;Insects;BCF;6.708333333;d;no;
31;Insects;BCF;7;d;no;
1;Insects;BCF;7;h;no;
1;Insects;BCF;72;d;no;
47;Insects;BCF;72;h;no;
7;Insects;BCF;735;d;no;
5;Insects;BCF;8;d;no;
2;Insects;BCF;8;h;no;
4;Insects;BCF;8.125;d;no;
5;Insects;BCF;9;d;no;
4;Insects;BCF;90;d;no;
8;Insects;BCF;952;d;no;
58;Insects;BCF;96;h;no;
5;Insects;BCF;NR;d;no;
5;Insects;BCF;NR;h;no;
1;Insects;BCF;NR;NR;no;
39;Insects;BCFD;24;h;no;
1;Insects;BCFD;48;h;no;
8;Insects;BCFD;96;h;no;
5;Insects;EC0;24;h;no;
5;Insects;EC0;48;h;no;
5;Insects;EC0;72;h;no;
13;Insects;EC0;90;d;no;
1;Insects;EC01;48;h;no;
2;Insects;EC01;96;h;no;
1;Insects;EC05;48;h;no;
2;Insects;EC05;96;h;no;
9;Insects;EC10;10;d;yes;chronic
6;Insects;EC10;20;d;yes;chronic
11;Insects;EC10;21;d;yes;chronic
1;Insects;EC10;47;d;yes;chronic
10;Insects;EC10;48;h;no;
2;Insects;EC10;55;d;yes;chronic
22;Insects;EC10;96;h;no;
5;Insects;EC100;24;h;no;
5;Insects;EC100;48;h;no;
6;Insects;EC100;72;h;no;
1;Insects;EC15;48;h;no;
2;Insects;EC15;96;h;no;
3;Insects;EC20;10;d;yes;chronic
1;Insects;EC20;14;d;yes;chronic
3;Insects;EC20;20;d;yes;chronic
1;Insects;EC20;48;h;no;
2;Insects;EC20;55;d;yes;chronic
6;Insects;EC20;60;mi;no;
1;Insects;EC20;7;d;yes;chronic
5;Insects;EC25;10;d;no;
1;Insects;EC25;28;d;no;
1;Insects;EC25;47;d;no;
5;Insects;EC25;48;h;no;
1;Insects;EC25;72;h;no;
1;Insects;EC40;48;h;no;
19;Insects;EC50;10;d;no;
8;Insects;EC50;120;h;yes;acute
12;Insects;EC50;120;mi;no;
6;Insects;EC50;14;d;no;
1;Insects;EC50;15;d;no;
2;Insects;EC50;182;d;no;
6;Insects;EC50;20;d;no;
16;Insects;EC50;21;d;no;
3;Insects;EC50;24;d;no;
462;Insects;EC50;24;h;yes;acute
1;Insects;EC50;240;mi;no;
4;Insects;EC50;28;d;no;
2;Insects;EC50;29;d;no;
10;Insects;EC50;30;d;no;
1;Insects;EC50;30;mi;no;
1;Insects;EC50;39;d;no;
2;Insects;EC50;42;d;no;
1;Insects;EC50;47;d;no;
406;Insects;EC50;48;h;yes;acute
4;Insects;EC50;6;d;no;
1;Insects;EC50;6;h;no;
10;Insects;EC50;7;d;no;
51;Insects;EC50;72;h;yes;acute
75;Insects;EC50;8;h;no;
211;Insects;EC50;96;h;yes;acute
9;Insects;EC50;NR;d;no;
23;Insects;EC50;NR;em;no;
5;Insects;EC50;NR;h;no;
6;Insects;EC50;NR;NR;no;
7;Insects;EC50/;120;mi;no;
57;Insects;EC50/;24;h;yes;acute
4;Insects;EC50/;48;h;yes;acute
4;Insects;EC50/;NR;NR;no;
2;Insects;EC50*;10;d;no;
1;Insects;EC50*;12;h;yes;acute
5;Insects;EC50*;120;h;yes;acute
12;Insects;EC50*;120;mi;no;
5;Insects;EC50*;14;d;no;
1;Insects;EC50*;18;d;no;
7;Insects;EC50*;180;mi;no;
5;Insects;EC50*;21;d;no;
109;Insects;EC50*;24;h;yes;acute
5;Insects;EC50*;240;mi;no;
4;Insects;EC50*;28;d;no;
1;Insects;EC50*;30;mi;no;
1;Insects;EC50*;300;mi;no;
8;Insects;EC50*;48;h;yes;acute
1;Insects;EC50*;4.8;mi;no;
3;Insects;EC50*;6;d;no;
3;Insects;EC50*;6;h;no;
7;Insects;EC50*;60;mi;no;
15;Insects;EC50*;7;d;no;
5;Insects;EC50*;72;h;yes;acute
1;Insects;EC50*;9;d;no;
25;Insects;EC50*;96;h;yes;acute
6;Insects;EC50*;NR;h;no;
1;Insects;EC60;48;h;no;
1;Insects;EC75;48;h;no;
1;Insects;EC80;48;h;no;
1;Insects;EC85;48;h;no;
2;Insects;EC90;10;d;no;
2;Insects;EC90;48;h;no;
1;Insects;EC90;72;h;no;
15;Insects;EC90;NR;em;no;
4;Insects;EC95;48;h;no;
1;Insects;EC99;48;h;no;
3;Insects;ED50;24;h;yes;acute
1;Insects;ED50;72;h;yes;acute
1;Insects;ED99;72;h;no;
5;Insects;ER50;10;d;no;
1;Insects;ER50;48;h;yes;acute
6;Insects;ER50;96;h;yes;acute
1;Insects;ET50;10;d;no;
1;Insects;ET50;102;h;yes;acute
1;Insects;ET50;14;d;no;
1;Insects;ET50;16.68;mi;no;
1;Insects;ET50;168;mi;no;
1;Insects;ET50;17.1;d;no;
1;Insects;ET50;17.2;d;no;
1;Insects;ET50;17.6;d;no;
2;Insects;ET50;20.5;h;yes;acute
1;Insects;ET50;21.1;d;no;
1;Insects;ET50;22.08;mi;no;
1;Insects;ET50;23;d;no;
2;Insects;ET50;231;mi;no;
1;Insects;ET50;24;h;yes;acute
1;Insects;ET50;252;mi;no;
1;Insects;ET50;28;d;no;
2;Insects;ET50;42.25;d;no;
1;Insects;ET50;47.22;mi;no;
2;Insects;ET50;5.15;h;no;
1;Insects;ET50;5.25;d;no;
1;Insects;ET50;5.75;d;no;
1;Insects;ET50;5.87;d;no;
1;Insects;ET50;6.38;d;no;
1;Insects;ET50;67.75;d;no;
